whole_corpus_claim_record_id,unit_type,source_layer,original_record_id,municipality,state,region,source_family,cba_non_cba_hint,side_label,claim_family,claim_boundary,qa_status,mechanism_class,period_label,pay_basis,source_lineage,caveats,no_final_national_claim,no_causal_claim
WCCR-a524a66ba073f69484072a83,rated_span,remaining_municipalities,WCRS-608e0e369fef24fcd9d1e0b5,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-2244b8c2718a93dc8edbaaaa,rated_span,remaining_municipalities,WCRS-55e8010d8313351ba734a082,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-c30d26f18d80020b2f8b3828,rated_span,remaining_municipalities,WCRS-da31f4294963d7613e815ff5,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-7d278d3e8b5da571d4db0695,rated_span,remaining_municipalities,WCRS-5e807e1e5d2f10119d0cddb6,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-c2fdd24c11eb32300d4d1293,rated_span,remaining_municipalities,WCRS-0d1ea57fc2b176ba1b456575,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-1708753f15b781f07a5daf3d,rated_span,remaining_municipalities,WCRS-120b8f31db96268c8a4c4c66,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-0eeb2c2fec6ce1c75a023f7c,rated_span,remaining_municipalities,WCRS-4a7d90d295b901a141d7d05b,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-5af6a59169d068cbbef2276c,rated_span,remaining_municipalities,WCRS-b243df3f846c0385cc50ecc0,Farmersville,OH,Midwest,budget_or_pay_plan,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-02251-01"", ""final"": ""https://farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""original"": ""https://www.farmersville.us/wp-content/uploads/2024/12/2024-11-25.pdf"", ""scout_target_id"": ""BRM5-20260731-02251""}","[""internal_boundary_only""]",true,true
WCCR-921ec1243ecf8e6edf69ecfd,rated_span,remaining_municipalities,WCRS-ab2f76d1994e396209b485d7,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,police_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-8ae9ad05ffdb2a4b73104fb2,rated_span,remaining_municipalities,WCRS-e098028f63c61d7efe7ce8eb,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,fire_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-2e90d4e307108ed043cb6d68,rated_span,remaining_municipalities,WCRS-4d032991638f1ba34d7f6ba1,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,fire_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-aa83c92533133d2817f3f4a5,rated_span,remaining_municipalities,WCRS-23e078f2e9de67b344a7e286,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,non_safety_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-817a2b50f77858415966c0e0,rated_span,remaining_municipalities,WCRS-5e5f6b97644a57d9d50276b8,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,non_safety_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-d7c33083cb82bf0a32e9e2a2,rated_span,remaining_municipalities,WCRS-0413efaabd1de6245e7156e5,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,fire_direct,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-99e31eb6f85723920e83b012,rated_span,remaining_municipalities,WCRS-ffc541798effcc624d6b27b2,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,fire_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-fbac036dc5eeb6edafc0044e,rated_span,remaining_municipalities,WCRS-0c73fac9645690855ea59126,Ferdinand,IN,Midwest,other_local_government_pay_policy,non_cba_or_unresolved_hint,police_direct,qualitative_mechanism,claim_ready,quantitative_direct_text_claim_ready,market_recruitment_retention,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-00576-01"", ""final"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""original"": ""https://ferdinandindiana.org/wp-content/uploads/2024/12/2024-22-Salaries-Compensation-Wages-1.pdf"", ""scout_target_id"": ""BRM5-20260731-00576""}","[""internal_boundary_only""]",true,true
WCCR-bdcd3388a777b6d06c5afbea,rated_span,remaining_municipalities,WCRS-d37e52c900cd91ef3469efce,Liberty,MO,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,collective_bargaining,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-05530-01"", ""final"": ""https://libertymissouri.gov/ArchiveCenter/ViewFile/Item/3539"", ""original"": ""https://www.libertymissouri.gov/ArchiveCenter/ViewFile/Item/3539"", ""scout_target_id"": ""BRM5-20260731-05530""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-dbc1d4dfc567906c598cc799,rated_span,remaining_municipalities,WCRS-7ee8d4425dfcef7466f98382,Liberty,MO,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,collective_bargaining,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-05530-01"", ""final"": ""https://libertymissouri.gov/ArchiveCenter/ViewFile/Item/3539"", ""original"": ""https://www.libertymissouri.gov/ArchiveCenter/ViewFile/Item/3539"", ""scout_target_id"": ""BRM5-20260731-05530""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-430f8de05c9b1abdc3103cbd,rated_span,remaining_municipalities,WCRS-79ae0be49ceacaa9e4bdcd43,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-f9eda3b1266e5461c4955488,rated_span,remaining_municipalities,WCRS-40e37995ed97331ecfc93649,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-60a9218f52851798d9ce1f8b,rated_span,remaining_municipalities,WCRS-98bfa2800fd48ea11b08ecdb,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-50a850556dddd4c158b0f966,rated_span,remaining_municipalities,WCRS-1ed5ef02d8e2c64b71676a36,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""internal_boundary_only""]",true,true
WCCR-0ec40b7a2b1a3b4353339e8f,rated_span,remaining_municipalities,WCRS-f0447c0707df485f9ab68bf4,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,RESOLUTION 2017-106,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-239e5903412c89b2d6f733da,rated_span,remaining_municipalities,WCRS-a66b11243b259bd6358b31f5,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-06a4ce7937353e3ad14b2e2b,rated_span,remaining_municipalities,WCRS-ca1afce93911dc9a90cf7762,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,non_safety_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""internal_boundary_only""]",true,true
WCCR-0ee8dd9992a4dec88695a976,rated_span,remaining_municipalities,WCRS-1a7e6fe50ebefe77abdc8a9d,New Scotland,NY,Northeast,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-03045-01"", ""final"": ""https://townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""original"": ""https://www.townofnewscotland.gov/AgendaCenter/ViewFile/Minutes/_04122017-396"", ""scout_target_id"": ""BRM5-20260731-03045""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-3d38d491b2f461e34a0705e0,rated_span,remaining_municipalities,WCRS-2218dbb932b0ed505cd8dc82,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-9738cf3d9f737c0f2f153961,rated_span,remaining_municipalities,WCRS-8b6ae919085910502cba48db,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-4d9f71d52a46dcfc1210bf5d,rated_span,remaining_municipalities,WCRS-81ae1d72372dcdf7a5320cde,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-940f8eea107419f1075cf67c,rated_span,remaining_municipalities,WCRS-0ffdebe6d87d2042cd0aa6c9,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-ad50042eeaa276be4fe6027f,rated_span,remaining_municipalities,WCRS-c27b5e22c7f5a9b28f23079a,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-d09648a241906bf204eca14b,rated_span,remaining_municipalities,WCRS-0c3cdff78fdd00c7165590fd,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,ARTICLE XXIII -PENSION,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-0545f2270b5db3b88ff3db0f,rated_span,remaining_municipalities,WCRS-72ff49f16365210f83b703a1,Monroe,WI,Midwest,arbitration_award,cba_arbitration_factfinding_hint,police_direct,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17736-01"", ""final"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""original"": ""https://werc.wi.gov/decisions/25691-A.pdf"", ""scout_target_id"": ""BRM5-20260731-17736""}","[""internal_boundary_only""]",true,true
WCCR-993680414e5d2e3ae5b4d688,rated_span,remaining_municipalities,WCRS-09c1affb5ddf9dfaf7858760,Macedon,NY,Northeast,factfinding_report,cba_arbitration_factfinding_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17969-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/57/23/68/57236849342082948563260621843974781099"", ""original"": ""https://ecommons.cornell.edu/server/api/core/bitstreams/4afb7637-b4b3-489a-a0c3-f5e33fedee22/content"", ""scout_target_id"": ""BRM5-20260731-17969""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-d3b5b82801ff3e5220de59ff,rated_span,remaining_municipalities,WCRS-7e2a25802cc32493aacc6ee9,Macedon,NY,Northeast,factfinding_report,cba_arbitration_factfinding_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-17969-02"", ""final"": ""https://cf003.cdn.4science.cloud/4s-assetstore-prod--cornell--ecommons/57/23/68/57236849342082948563260621843974781099"", ""original"": ""https://ecommons.cornell.edu/server/api/core/bitstreams/4afb7637-b4b3-489a-a0c3-f5e33fedee22/content"", ""scout_target_id"": ""BRM5-20260731-17969""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-3c5ffc8754f98fea582e7be7,rated_span,remaining_municipalities,WCRS-45780b5b04ec03f70c4b25f8,Sturgis,MI,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,quantitative_compensation,claim_ready,quantitative_direct_text_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08736-03"", ""final"": ""https://egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2022/Commission%20Packet%20-%2012-19-2022.pdf"", ""original"": ""https://www.egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2022/Commission%20Packet%20-%2012-19-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-08736""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-b4a84a74cf45bb435be690f9,rated_span,remaining_municipalities,WCRS-2b9d00626a931d37ece8062d,Sturgis,MI,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,11. COMMISSIONER / STAFF COMMENTS,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08736-03"", ""final"": ""https://egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2022/Commission%20Packet%20-%2012-19-2022.pdf"", ""original"": ""https://www.egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2022/Commission%20Packet%20-%2012-19-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-08736""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-42e938632303b05c1cd1325d,rated_span,remaining_municipalities,WCRS-6815fb6720e15973ecdacf20,Sturgis,MI,Midwest,wage_schedule,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,budget_fiscal_constraint,,,"{""candidate_id"": ""BRM5C-BRM5-20260731-08736-03"", ""final"": ""https://egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2022/Commission%20Packet%20-%2012-19-2022.pdf"", ""original"": ""https://www.egovlink.com/public_documents300/sturgis/published_documents/City%20Commission/Minutes%20and%20agendas/Commission%20Packets/2022/Commission%20Packet%20-%2012-19-2022.pdf"", ""scout_target_id"": ""BRM5-20260731-08736""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-9874819862d21f6c065f3135,rated_span,remaining_municipalities,WCRS-dfb1bf4f3e9a8e4de6bce4dc,Pere Marquette charter,MI,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,collective_bargaining,CONFLICTS OF INTEREST/PECUNIARY INTERESTS,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01221-02"", ""final"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Packets/3-28-2023%20board%20packet.pdf"", ""original"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Packets/3-28-2023%20board%20packet.pdf"", ""scout_target_id"": ""BRM5-20260731-01221""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-2f73faa16224e9e1aeefa541,rated_span,remaining_municipalities,WCRS-94e786cc9e5782f740c917d0,Pere Marquette charter,MI,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,collective_bargaining,DISCIPLINARY MEASURES,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01221-02"", ""final"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Packets/3-28-2023%20board%20packet.pdf"", ""original"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Packets/3-28-2023%20board%20packet.pdf"", ""scout_target_id"": ""BRM5-20260731-01221""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
WCCR-263377ae7b5205f7250646b6,rated_span,remaining_municipalities,WCRS-ff12b47fd5fa2cb4f14addbf,Pere Marquette charter,MI,Midwest,agenda_packet_or_minutes,non_cba_or_unresolved_hint,remains_unclear,qualitative_mechanism,claim_ready,qualitative_mechanism_claim_ready,collective_bargaining,DISCIPLINARY MEASURES,,"{""candidate_id"": ""BRM5C-BRM5-20260731-01221-02"", ""final"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Packets/3-28-2023%20board%20packet.pdf"", ""original"": ""https://webgen1files1.revize.com/peremarquettemi/Documents/Boards%20%26%20Commissions/%20Township%20Board/Packets/3-28-2023%20board%20packet.pdf"", ""scout_target_id"": ""BRM5-20260731-01221""}","[""not_clear_side_anchor"",""internal_boundary_only""]",true,true
