quant_qual_record_id,source_layer,original_record_id,municipality,state,side_label,mechanism_class,link_status,claim_boundary,linkage_basis,confidence,no_causal_claim
BRMQLINKQA-30f60082e770a57450155449,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3867a6e60ad98729f77c36f8,Vermillion,SD,police_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-b80d79c01715969262b57d09,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-ffc7f39b76eaa22cc6e9b2e4,Farmersville,OH,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_span"",""same_side"",""same_period""]",high,true
BRMQLINKQA-605940f72dc16d0f7b659212,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-00a974dddbb85d80d3d5936e,East Fallowfield,PA,mixed_direct,other_pay_setting_mechanism,weak_mechanism_link_review,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source""]",low,true
BRMQLINKQA-1f18da5ed7f41ff7794ade7c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-b1694bd46e9ec956f21816e4,Pinehurst,GA,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-b6fcf12871e367037b2f42c4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-578dd97c4e55aeec886e8d27,Rushville,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-526507bf09ca5603fec9892d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c5d4a2de6d5ed02df039cd1f,Elizabeth,PA,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-4a9056c0271fef0cfa8a21d4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-da794836f49d721f9087dc8b,Upper St. Clair,PA,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-35d238cbc991a50ce64046c2,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-ae3979ec89b3968a2004cdf3,Belle,SD,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-46ce72b1c7d3f8bcc81f75f4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-55c3c4189c005e2be6383a05,Glencoe,MN,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-844c4d9af3f90e874cf8a0ea,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-f846ed1cb9e085c74495efd8,Rushville,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-42ca8db0d18fd146869ec66f,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-90d86da30624a10a8e7c4a99,Monroe,OH,fire_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-3d5e76dc02e8e159c8cb7796,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-748ba3ed72a7e8ed36e87a02,Upper Uwchlan,PA,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-e5ae826beac81dabfe4e7832,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-aceb502d5f6ebade42218ce0,Shelby,MI,non_safety_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-f84d21d027ecee328c47cd6d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-dd20f10492735de71cc02772,Minong,WI,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-532ac9222c664ca8958960a9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7bfa8230e5df90cc25cc8795,Wrightstown,WI,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-3cb8e6fda5cb891e7e3981ef,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3e650bc75beecb992e10a631,Upper St. Clair,PA,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-87cb654457cbc13ae2bba2f6,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-d595580cdd09ae9ce047b48f,Ellsworth,MI,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-3547070b4f70f8cbb59bc45e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-75d85ad23dcb9980b4097d70,Rushville,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-7ae836ab8d3a2d70fc56ebe5,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8eb3707f39112251cb7aea6c,Salem,PA,non_safety_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""mechanism_matches_quantitative_type""]",moderate,true
BRMQLINKQA-380417e0adcdaad379734c2e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-fc539d33d167ac0c8962453d,New Beaver,PA,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-dfddbd098c084360b3f93956,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-18c528610157802362450890,Franklin,IN,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-09f36da5dbf729a37b5118cb,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-be3cb184e68c0498db69cbd8,Muskingum,OH,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-b750f04d50329f6ea81de105,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-dc3bc4a2d322ce141b597b4e,Saxonburg,PA,police_direct,market_recruitment_retention,weak_mechanism_link_review,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source""]",low,true
BRMQLINKQA-efee0d84a33c68b91360c8d9,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3d48c49b055c4d61b4e9528a,Newcastle,IN,non_safety_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-48775a0c0dc5c3369967fec3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-44c5bee3b9a56f538b02577c,New Baltimore,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-396424feb022eaa7bc0951f4,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-a4385b5849eda67fe1dde5fb,Salem,PA,non_safety_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_period""]",moderate,true
BRMQLINKQA-16495c402d5f07f5ee8c9f16,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-19aab433df336949db288a4a,Hammond,IN,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-96b73b135290246e27f0ce2a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-7f4d7a1b09e857f667a5a62a,Franklin,IN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-25b146cbc30f604cc52e1a6e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2419e084e844e59d1d15d755,Wabash,IN,non_safety_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-f9cde6e528113a2400b6c32d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c479688c5d9df3c5d736a8da,Theresa,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-0fd02c3bdf158462350dce30,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-2702cc5dcdce2f4cccf2a5db,Belle,SD,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-a9d2d2861a24ae06c09f83cd,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-6a54d6be1f7d70be7b4e3e4e,Glencoe,MN,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-15e8e1864ef4c555c3952dea,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-20d92e2b2140ab35b2a4a36b,Boyd,TX,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-c2dd735d7eabf644999f28b6,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-fdbcd9aa85a909b893fdb586,Geneseo,NY,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-07a9d62d25de3b072f4e16bc,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-495a72be522d8499b6909b7f,Heuvelton,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-8702a37a9311d7e6c0c5d26d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c79ce3c1530456b9543eacd4,Kaukauna,WI,police_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-5b5f14f68d3b750d1ccd7783,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8b803afcaa435776766019ac,Frankfort,NY,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-cd0a48de01e8734831ed8e9d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-a8c4a87901ebcbc93c3dc69b,Fairfield,OH,fire_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-1a1ad401bd02320ebc3fd471,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-0f1e489be36995254593198c,Chatfield,MN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-54a3a8eb3ea78ac14bdb680a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-fb052798486c0fd5b51b3119,Pendleton,NY,non_safety_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-d33cef4a1ca61027d671d55b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-aadb30dafe4c6379e6bd5438,Sherman,WI,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-857acaeb41582572d0c1982b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-998b5dabbdd7d9af568ddbc2,East Fallowfield,PA,non_safety_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-1210589ca6947991124b4b8c,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-a40533211c92a9c267eaa0b4,Monroe,OH,fire_direct,other_pay_setting_mechanism,blocked_mechanism_link,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_side""]",high,true
BRMQLINKQA-8da881cae474a428ab5115b3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c4ead74879c8e00fc2507da9,Stafford,NY,non_safety_direct,collective_bargaining,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-ce51fb57d893ce03a3724c60,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-93ef91fda320e06d0a8410c4,Alma,WI,non_safety_direct,non_base_compensation,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-627ad548edb9dcf061076194,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-700b730c629174018e6f5680,Union,IN,police_direct,ordinance_council_adoption,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-b82b9701935bf568212948ec,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-218ae42267fe96228d236d99,Moore,PA,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-8cb8eff091e832708bc27b77,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-b6fe65a890350d541b817139,Evans Mills,NY,non_safety_direct,other_pay_setting_mechanism,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-a1f63b22149d26875be4800e,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c42f7e2606be089c1cf45852,Boyd,TX,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-d4a886ece97f996a4d174ade,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-0359f1acdd605b738f2637f0,Delaware,OH,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-f73d07a0423e187a1bc7bea3,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-6f49c73ee552f51fe552518d,Monroe,OH,fire_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-d14bddb54477f6aa20ea47bc,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3feecce196b1f2cbc59a4ee2,Bay,OH,police_direct,other_pay_setting_mechanism,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-cd578fec143826536c3d9eba,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-852cd8a5c4fb01d5ad0d6a06,Wadsworth,OH,fire_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period""]",high,true
BRMQLINKQA-075ebb814c82518708d63f7d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-16477fbe117220785077b77b,Baxter,MN,police_direct,classification_civil_service,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-f44ac327a2a8e0289265586d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-da396c607f929d92550bd24f,Morgan,WI,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-eb6d10b8e3097a06ee8a2096,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-8d65a63c5be894ad62964884,Windham,NY,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-b04ff98a48790b4b475cb135,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-eb1aae2dd4299d62241f670b,Shenango,PA,fire_direct,market_recruitment_retention,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""mechanism_matches_quantitative_type""]",moderate,true
BRMQLINKQA-457dee7ae3cabeced49eb80d,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-68e32b2953b7bc8ce25488cc,Perry,OH,police_direct,market_recruitment_retention,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-be5b130f7961a7ca3702ea55,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-69dfe76c088fdc59080eedd9,Silver Lake,PA,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-017c614a1ce19e360494ca0b,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-c4a92d9881f95b7f29080e74,Otter Creek,WI,police_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-091c8f1a64d2d63a9a97da05,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-61743983f0b03b45bde9849c,Circleville,OH,police_direct,non_base_compensation,blocked_mechanism_link,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-26f3342021cbdd47bc9d9039,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1923a81ebd44b603411c5826,New Hartford,MN,non_safety_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-a6c9e64aa021188488ec338a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5eca13fa1e93f3bfe53f295d,Middlefield,OH,police_direct,cola_cpi_indexing,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""same_period"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-59693a913a71b0094a4b7e25,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-5323b34a0df72b34f12a5595,Jefferson,WI,police_direct,comparability_parity,moderate_mechanism_link_supporting,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side""]",moderate,true
BRMQLINKQA-e344d14a89849eb29721f44a,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-1a524ff6b4b73d10464534f7,Patton Village,TX,police_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
BRMQLINKQA-ba11654bcd7ce1fd13f09c83,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-632e04d8a0a991e65f0ff67d,Wascott,WI,fire_direct,,not_linkable_write_off,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim",[],high,true
BRMQLINKQA-d8e0acaca0126306411d89e6,BROAD-STATE-REMAINING-MUNICIPALITIES-LOCAL-COMPARISON-QA-AND-CLAIM-READINESS-2026-08-03,BRMQLINK-20260803-3a12ad940218bb49c74a45e9,East China,MI,non_safety_direct,non_base_compensation,strong_mechanism_link_claim_ready,"documentary association only; no causal attribution, national prevalence, or final wage-gap claim","[""same_source"",""same_side"",""mechanism_matches_quantitative_type""]",high,true
