span_extraction_id,rating_lane_id,stage,attempt,request_id,backend,model,status,schema_valid,input_sha256,input_chars,span_chars,context_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
CBSPAN-20260728-e4e4025e03cf706f7159b742,rating_lane_003,live,1,resp_0300833d58427645006a69645c09d48196ae60ed8f2440bf2a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cc6c8f125026b7857b884a2d43a5ed2d4156a4975faad59b2963e9ae34634316,2270,75,500,1007,246,1253,9.306109,,,false,false
CBSPAN-20260728-03b5d35a0a37d18357075fef,rating_lane_003,live,1,resp_0b9fcd3a53778f15006a69645c11b88194bd7a16e1b55aac58,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,80f834884de784aa0d8e04d4eb15fbc31efd661ee6056de33f97ff4d24e9c804,2281,85,500,1018,275,1293,9.591581,,,false,false
CBSPAN-20260728-3cb6bd8dc17c2afadf153e97,rating_lane_003,live,1,resp_0bfb73b17c80faf7006a69645c683c8196afcad1f8c4c4fd75,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d879fbb89bb2d74e1f78bfd40adb0a3fd74d38cc710ec7bb92411da943f8e0ac,2298,81,500,977,244,1221,9.619326,,,false,false
CBSPAN-20260728-c16a2332439c4f6e2aced7c9,rating_lane_003,live,1,resp_001159beea9945e8006a69645cc1588193894e8ec3ba5089cf,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e9f845eb1dee6c9805846d83ffb63f8fe779a40f731aef7c490ecfd8707cd4aa,2298,83,500,1000,232,1232,10.424687,,,false,false
CBSPAN-20260728-016e61b5878670df925764f7,rating_lane_003,live,1,resp_0fd9cc5f455e1e5c006a69645cfa0481949b593bb65515977a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c3c5f4a93a8b7a964dc0df158183e35146fb80b479b37802c412341a7747423a,2274,74,500,996,194,1190,9.961395,,,false,false
CBSPAN-20260728-a92f8d7c1810dc9533ac224e,rating_lane_003,live,1,resp_0e55d729da9f5fe2006a69645e142081938861e3befbd50ea1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,14a9034f701999148698d40ab736c9766f161e0b17e0e84ca1029d3d46ccbd5c,2286,86,500,1005,255,1260,11.891911,,,false,false
CBSPAN-20260728-73735711edbd483a2217358c,rating_lane_003,live,1,resp_0706cc2c1d12111d006a69645e22388196b5d06fe04f81c2c0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cdb96c15b9bdb72e5e6af74964e3160e53aaa4d627303e83247412eef6be5dd3,2233,37,500,1003,352,1355,12.094491,,,false,false
CBSPAN-20260728-0ecfd947375fcc9f74332a15,rating_lane_003,live,1,resp_0825154957812e25006a69645e48048193b114d723ed56ee67,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1100e377a26ba8c11be8c835edde43437276527a16248617ee5e68f69e173b7f,2267,67,500,1030,322,1352,11.814876,,,false,false
CBSPAN-20260728-308eabd349a2b1705f274689,rating_lane_003,live,2,resp_0ac88f266c49c718006a69646189788195bd9a18f98bf52609,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e262bc37a84312bb159f39bdc7c5510f1a355a1797c76c6fd78c17c4d6b18f55,2390,89,500,1013,370,1383,3.456842,,,false,false
CBSPAN-20260728-ea1c9537c62c90c3b598cc2e,rating_lane_003,live,1,resp_043e5cc8f7d1fdb4006a696464a9648196bbc4b93e140fbcb9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d024f5c80fb7af554d5d7d8ec63c52808a09d7000f0b5bef72fa2d2f2ffb7620,2269,71,500,1031,240,1271,2.447477,,,false,false
CBSPAN-20260728-cd505f6c274c107d0b72ffe0,rating_lane_003,live,1,resp_0d7e6ec792327052006a696464b45c81978c4d8c4bae92e114,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8e67f81d96f72d4d5fcf81cee139a7b40ba354028b9a0aba70536a8d1abbc958,2298,81,500,977,339,1316,2.980161,,,false,false
CBSPAN-20260728-f91534a0e0ead2b115362da0,rating_lane_003,live,1,resp_03281c234fd8bd1c006a696464b66c81979dda7cc5ae849fbe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,dcc366fef2fae932a3557581b09c0ea2bf7703a3bbb1c483c42ac6cdc789369b,2298,83,500,996,355,1351,2.993989,,,false,false
CBSPAN-20260728-3bc2a85aaf8278290f2afcc1,rating_lane_003,live,1,resp_0a7ba7e05fedcaad006a696464a818819783c142cf9e941e5f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ba3dffe451469d6d6dc8b542f2a789a1ca864c2fe29e0085a03c4f75d95d79ce,2274,74,500,999,227,1226,2.515617,,,false,false
CBSPAN-20260728-1ae9d638f20d739067e7a332,rating_lane_003,live,1,resp_0dc1a495bc3d3a9c006a696464a8888196bcc6f03f47b48b70,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,421dc965046dd5b1bb018f0f36347a2de640a0df7ed602b5c9b969418ea03e40,2286,86,500,1005,297,1302,2.444411,,,false,false
CBSPAN-20260728-d4261536039218d94b671fb8,rating_lane_003,live,1,resp_045d074ff8dfae6c006a696464b5908193a7a06f606af713ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a5c7b05d64ebc69c4ba48ae057b8be8615d25117201da56a9c48fda89cfc225f,2268,72,500,995,353,1348,3.213394,,,false,false
CBSPAN-20260728-cad4954ac7c4aef25339c052,rating_lane_003,live,1,resp_0e883b8eda1caf79006a696464b0308195adfbf80c154932bd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c2771086069d7170d321bf88e40a5bcc36b68c32ff8821dca3bcc2397ae8b8fb,2303,108,500,1001,244,1245,2.496437,,,false,false
CBSPAN-20260728-cc43dd0431159a78e27b1ab2,rating_lane_003,live,1,resp_0c4f239cf7ffb2ac006a696464acf88190a0bf5919350bd012,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0f93d966c4ae64cff22691223c15aca898ecae9fc7bde003929d21bc9df9a384,2253,57,500,986,213,1199,2.314434,,,false,false
CBSPAN-20260728-d8a37b882d195a56441705a9,rating_lane_003,live,1,resp_01fadd52b15db383006a696466eeb48190a9c741d620040e6c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7795d6661ae6dd7439f4791b644e606dd046ecfefec74f84caee8f1e7c0e1482,2307,112,500,995,328,1323,4.827415,,,false,false
CBSPAN-20260728-4433e2086bb30d84559ca506,rating_lane_003,live,1,resp_0632c804ba953535006a6964670f208195813f856e01fc341e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9d17088c9c5a861a2402cd28724dd0bfacb65946044f329c64348c9cfb7b8f83,2306,89,500,981,396,1377,5.508570,,,false,false
CBSPAN-20260728-fdf7305a475e567fc5a17f6f,rating_lane_003,live,1,resp_06d4ab7d9c0b69fa006a6964670df481939b4ff09eef22619d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ebdd0578dcbb770ec05fd1ee5de53393e33e1c629a5951fd73564402ebd2db3f,2302,86,500,1001,202,1203,4.315646,,,false,false
CBSPAN-20260728-bc3e452220f6b93924329a20,rating_lane_003,live,1,resp_09421d5ba9a14908006a69646749908190a97351a37827cd62,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8a2210ffb8905b6847e0c3ade4ddf1565ff5769012dc3fd7c4e2932f48bb3436,2254,27,500,953,166,1119,6.539931,,,false,false
CBSPAN-20260728-f14b3f4c99826b96e478a0f0,rating_lane_003,live,1,resp_02640b4df1404b50006a69646725c081909e9cf94568c1e7b9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4bd31817a69468462cd03b5a11f6a022ad4a1c900e4cdff7c3510a53317ba936,2226,46,315,988,179,1167,4.400873,,,false,false
CBSPAN-20260728-df5f12243c70c59458609703,rating_lane_003,live,1,resp_07e90e6a46634be5006a69646793cc8194b6677350d5548ed2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e8acbf84bc63c349c634d76983af3b05f283f51066fc3110e085d78eee6b1839,2445,72,500,1024,181,1205,5.167323,,,false,false
CBSPAN-20260728-695c7b86385cf9bcd8b6c7f5,rating_lane_003,live,1,resp_0355113cf80f7ff4006a696467a9008197a028a23ba04cf792,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e04013b629e51c4d0437dbdb634a85bb9d2ab51ae6b8dc2c44db1a441e121843,2471,96,500,1032,336,1368,6.138737,,,false,false
CBSPAN-20260728-10796f440660d1460498f27a,rating_lane_003,live,1,resp_0ffaf5a629df5451006a696467d33c8197ac6e1071a7ebba27,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,55be60a1cb8756b9b85b25f632949c4947195c8635d824ef04065e1f6862dc4e,2440,76,500,1014,284,1298,5.828069,,,false,false
CBSPAN-20260728-c02e450310bfe4e87c0ca749,rating_lane_003,live,1,resp_06a941d24562ef03006a696468f0f4819788d40e126a9de10c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,dd67df6be5de16b0ab9acab67ee1e1aafe39f1437ca0e28928551ad776048a21,2437,84,500,1018,260,1278,6.940970,,,false,false
CBSPAN-20260728-4521ae8cb87659e32cd5b230,rating_lane_003,live,1,resp_0c7348603365d129006a69646900bc8197a0fecc06ffd40ba9,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,49a66d4d3d6a1f61f9a3c055039fc3a42898b5bb90c7969d9d5d8555501b743e,2460,86,500,1036,346,1382,7.320038,,,false,false
CBSPAN-20260728-69d1e5a0ae08e54e7275ce74,rating_lane_003,live,1,resp_0f8243df2126b4a0006a69646972688194b76d270c52c67d9c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5d782c200b9016b7a47f74f042ec245c520d531a70059a6f8fb170048271467a,2368,188,500,1026,361,1387,7.807601,,,false,false
CBSPAN-20260728-2fb8879b3cf560f20756d2cc,rating_lane_003,live,1,resp_09fd3f627a3ea9f9006a696469c7c48194984db785e2294931,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1dc1e2fef69b7f3a1c62d27552e930fca2f1595efdf08c46d9473860122cbf66,2272,93,500,1003,326,1329,7.862014,,,false,false
CBSPAN-20260728-3b662f2f8c25c561d00005b4,rating_lane_003,live,1,resp_06f8ec88f632ae07006a69646a258c81909fbb76fa27609ef0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,dc460b7d4bd0d6151f7cf5fa819a5d1918f860828b10305fd6fc1dbe695447fe,2285,54,500,991,291,1282,8.526396,,,false,false
CBSPAN-20260728-0d94000c26eb430d0bef02b0,rating_lane_003,live,1,resp_063295f62b92db65006a69646a6f508197b40413c57b98c439,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d0054c642b975e7285b73c71927734536ee28d6eb003869091b5d1c7d7e5697e,2288,56,500,984,244,1228,7.936487,,,false,false
CBSPAN-20260728-76be4492212a1603cb85ea58,rating_lane_003,live,1,resp_0ab36c521cb222fb006a69646ac4d08190bd4505ee1ad211e8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,84639d7c390395c4eb4cbc18a7e80a40bf1642d0fb072f1b18ddde7bcbd6481a,2318,44,500,1028,192,1220,10.001078,,,false,false
CBSPAN-20260728-231a4b52849128c72a9a0339,rating_lane_003,live,1,resp_034a58d932a57cdf006a69646b2b608195ab8bdc689fe79f50,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ca6a6dfa3ba440c5272953a8ae52fa450deaa671149ec7cecc37b167e476a156,2353,98,500,1023,402,1425,9.561232,,,false,false
CBSPAN-20260728-9e6544ace297dd0e6744c614,rating_lane_003,live,1,resp_0c48b7d9c01e0f6d006a69646b8ef881908c8752b434a011b3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,22374bd4c7fb326537b2fb757f6ca36f7dd36d767e3ac38354b982db6f4ea4ed,2467,191,500,1049,350,1399,9.509979,,,false,false
CBSPAN-20260728-9fd88209dc5287784cd095bf,rating_lane_003,live,1,resp_080793578567fb9a006a69646bef4c81969441ddca122abd06,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,85e5e9567c980f1402697962960d0d1d9acee6261fefc31fe97656b5a8fea8d7,2379,100,500,985,317,1302,11.023268,,,false,false
CBSPAN-20260728-a9de36809258cc596463ac2c,rating_lane_003,live,1,resp_0cf42a50167d8732006a69646c6d0481959011b3f02371aa3d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,863b57c3ad544a06386c1438b1ec4cbc8c5910e02c36915cbcfc381dadd1db2f,2333,70,500,1019,290,1309,11.023314,,,false,false
CBSPAN-20260728-3700ded97b25b3785810d3aa,rating_lane_003,live,1,resp_0680d646c1e0a5c9006a69646c7a7c81958fda8c3716f18779,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,48369268c2896f7f8dbdf3ad60c870e21e8d6e0b5b9a2699d81ad0e8e28e831a,2348,98,500,1027,237,1264,10.081953,,,false,false
CBSPAN-20260728-ca473f120932c2ebc5e95452,rating_lane_003,live,1,resp_017af789ed4f552b006a69646c89f0819786f425a139e5ce02,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,274c04f7c2f84a1e068b6e726a4ea3bfa5a36a945ca1354c4aca981d5006cdd9,2342,95,500,1030,249,1279,10.148779,,,false,false
CBSPAN-20260728-6e28dd4108bf569d464b3530,rating_lane_003,live,1,resp_0644b3d557b8f4db006a69646d21fc8197b5cefe7430bd4217,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,171cd95b186b504de239837c5a7a11c6808393d702bb3a8ab378de85dd56eba4,2435,174,500,1050,196,1246,10.634055,,,false,false
CBSPAN-20260728-b56c85855ebaaff260583e3f,rating_lane_003,live,1,resp_0ef4c090cb7b971a006a69646e1d288190b4b0de8b63bb3438,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ec8e1e1500d11bfeb41dcce5ed562ed373c0a394c09c61c5ab1435ef6dc1b4f1,2285,38,500,1024,284,1308,12.526739,,,false,false
CBSPAN-20260728-12cd7fac9d4c64d5e7908818,rating_lane_003,live,1,resp_0a251c72da37492e006a69646e2c3c81958d5f6c45d565cc97,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5e832ed6742c0a80d554e5947fcd25a97fc8a03b2e2aa3c7abe49bc27ec11e6a,2347,84,500,1059,278,1337,12.281567,,,false,false
CBSPAN-20260728-143ad727d123c37e9d83f115,rating_lane_003,live,1,resp_007462bdf22eed22006a69647140208194a327988e8eb6a70c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cabd80fc1767fb05cbc4148a35df9862b23769f04a506d55a9931e042d631407,2388,135,500,1015,438,1453,3.432730,,,false,false
CBSPAN-20260728-c59281152e3e73d4772834a4,rating_lane_003,live,1,resp_064f6db64806e8a2006a6964714e28819389ce623f22083938,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,43dbbebd73dbd57de4775955bf2ae1be3511f39d167dadfecd8be9fbdbb9c523,2349,76,500,1017,206,1223,2.034730,,,false,false
CBSPAN-20260728-70e7fff5b8a829c7cfb36050,rating_lane_003,live,1,resp_0058e7b8444ff13b006a696471c5888196a8ef83cf4305b2ef,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9596650aaeecc932c4d226d457fb2f306ed669b2c7bdfcb89670c5657049dafb,2379,112,500,1005,369,1374,3.607858,,,false,false
CBSPAN-20260728-889f87bb4b8779b271d95ab5,rating_lane_003,live,1,resp_0e90b3f57334c996006a696471509081979270b1a8f37ac384,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5a0519237151cedb89290966703c8dba7bc98cdc5cb040418fd934c972b47c66,2377,112,500,1026,177,1203,2.230312,,,false,false
CBSPAN-20260728-f70c224cff72e39ad9401eef,rating_lane_003,live,1,resp_023dc91be8c63bd9006a69647155288197bb32f869f69db789,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c58dbc06642913dd70abd994cce9b4aa0b32eaf18e50d2b8bf03e839965a6d0a,2343,69,500,1007,267,1274,2.773004,,,false,false
CBSPAN-20260728-1cb32d85c65176db664a1ab8,rating_lane_003,live,1,resp_0764c0ed22cf0c55006a696471593c819789501d4b7b6ea989,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e393b70c6d7d79a522afd8d8f86557a6875a19831210ece74e3597c495169457,2353,77,500,1012,246,1258,2.565858,,,false,false
CBSPAN-20260728-2309b3ea3d8d6b4871190aa5,rating_lane_003,live,1,resp_0bb323550c8d72e0006a69647145408197817ab963c8ed0638,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a7d3edfa5fa994951dafb44d5f0e237c6f881bfa11fe5cb0b5a4c88143be77a4,2365,169,500,1019,302,1321,2.559536,,,false,false
CBSPAN-20260728-847ff9bc20bc71f0e993902c,rating_lane_003,live,1,resp_0ea9f9296437027b006a6964714fec81958f67dfccfe25f15a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d6c560cc1fd31f4c1351067d508570c64c38cc3737dc0b9ff0ade47c5cbcd81e,2354,162,500,1003,406,1409,3.281679,,,false,false
CBSPAN-20260728-331c23aed6f97118327150bf,rating_lane_003,live,1,resp_020818812fc7a474006a69647342fc8190a71131a24f8572fd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0593833e9610b2a8fae9fd96572898af2dece73014b3b177db62fdbfad9c4c7b,2238,73,500,986,441,1427,5.601620,,,false,false
CBSPAN-20260728-2ba939c164d59a4e60d007d8,rating_lane_003,live,1,resp_02d8265605600e48006a69647371d481948227d2da69974214,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a117c1fa3b2f0627fb4cded3dd3a001cc5df67c990b4775cf4724fb920ba65b1,2239,73,500,986,233,1219,4.417720,,,false,false
CBSPAN-20260728-f154264504db12e8b0fd6eea,rating_lane_003,live,1,resp_058cd98fdfe5b009006a696473cd2c819696a3f7ca967dd1e7,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a7a6fd13d8c84e905bb4b2c57e1936e2b2374e69211e49db5e489efa25da1993,2256,82,500,963,301,1264,5.228417,,,false,false
CBSPAN-20260728-cf5b8e1b56f9477f57d763a9,rating_lane_003,live,1,resp_03165ee1b7986c4f006a696473c7a08190bd3cb9a513955e45,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a57b07eed2c880cd85b88100de93749c5f9fd779e4f852060889cdccb6d7d0be,2281,98,500,995,353,1348,7.810100,,,false,false
CBSPAN-20260728-6b92fa6069a59f70eb344476,rating_lane_003,live,1,resp_0ac3526a717c9530006a696474d7708194a10f14d622c59430,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a61fc6b18712f0d341ccbb6ce4d16398991a0ba289692bf112579b2739155c6e,2195,24,500,998,212,1210,6.229588,,,false,false
CBSPAN-20260728-45c9c07048ef29682151cceb,rating_lane_003,live,1,resp_07d77e9075824678006a69647480c88194aa91cf266037cd66,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ff458e304572ca14cfb97859e1148361194e2bb3af35b900ce939b8f3f41f858,2268,97,500,1015,280,1295,5.941527,,,false,false
CBSPAN-20260728-d5a1caa53bb5b05ac657ad65,rating_lane_003,live,1,resp_0088020b66c7dd42006a696474abc0819085070aad4a44ace3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ce705afa0498611b088e33c638412d6a707d37fc373986c5ebcdf26859313834,2272,90,500,1004,265,1269,5.908313,,,false,false
CBSPAN-20260728-4735d2c42297495f80942692,rating_lane_003,live,1,resp_0b346c9ceaf5e486006a696474d5188193b0de34157d79ac1f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2f474e9cf0934f30ba588e395265d449bcc0a76d97dba1487a13203930770b40,2275,94,500,1010,502,1512,7.355999,,,false,false
CBSPAN-20260728-e01de64d82bba576d0ad191e,rating_lane_003,live,1,resp_0c4f86734eac230c006a696475a29c81909ea1d3e005c80cb3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,542a37d3a9ec1ffdf1b5d618285fe7e928bb7ff0a99f3ed2b1b3a547385d74df,2282,97,500,1014,339,1353,7.355769,,,false,false
CBSPAN-20260728-2673205acef069da54647367,rating_lane_003,live,1,resp_02729fb201ca57a8006a6964766c6c8195955ad689a80cc89a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,60b764b1d6e9938e63bdf2c459c9754dea66cb6dfcb455b5bac7f70bb8870e59,2284,99,500,1010,359,1369,8.395602,,,false,false
CBSPAN-20260728-f1c8531cc6876a604fbf8cde,rating_lane_003,live,1,resp_041762916c1927b9006a696476cee48197bcae88c07d9da865,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5544dfffe368b038ac872ef47e0568b9dfd43174d5d9042a2fbfa96de68c840b,2219,36,500,983,245,1228,9.045530,,,false,false
CBSPAN-20260728-87ebe2f0fecd11fda2e67386,rating_lane_003,live,1,resp_0b94546b25ac105f006a6964771f7c81978766a338f8ff5ad3,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,63ffb71da7ec37f376b1af5e9d565e237787fadf6a2d9fc8817874d2a2a733d5,2234,24,500,985,227,1212,7.999207,,,false,false
CBSPAN-20260728-09d4917b462f880b1bce354d,rating_lane_003,live,1,resp_028af4eb4562bd5e006a6964772b0881968cb4a3ca6d280988,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f137a8da2cbabd12dfcd87d1acfa68f5d472225b10beafeaf7a77183ad9bc7e2,2323,89,500,1026,352,1378,9.156599,,,false,false
CBSPAN-20260728-64764268e5c832db15b5f311,rating_lane_003,live,1,resp_0ead41975efafdfe006a696477727881978cf09e5b2fe2aa35,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cb266d62430288de1c938c7bfb71e48db5c79fc7b334a2fdacb531338440c6b8,2279,48,500,1025,330,1355,8.878600,,,false,false
CBSPAN-20260728-c92f96ff8fb68a4238a09b27,rating_lane_003,live,1,resp_047b901a3048a1c2006a6964789440819380283ff131a16d7a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ff449101268ad8c9879f405ab7771561ec61f0442b128e67cbfe6672ba47216e,2293,95,500,991,283,1274,10.197531,,,false,false
CBSPAN-20260728-c2e11bfad78ba33f19d1ced6,rating_lane_003,live,1,resp_09b3db0ea3710859006a69647896948197928a6d6d9b158758,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,65dc19d084ddbcfb2faa10c5ac31c7a55267489089c83f68f54d5b30528631f4,2229,30,500,1020,249,1269,9.898109,,,false,false
CBSPAN-20260728-d210830955e490b7e470034a,rating_lane_003,live,1,resp_034ee7a472d3cc36006a69647907ec8193961f7dc0601efcf4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fe8a1a48e0030a96d471396ce9b7bec24609f3fc0182f30ea6d864f9cc149a16,2239,48,500,1032,216,1248,10.150650,,,false,false
CBSPAN-20260728-bb05bfac70aabc4c301afd3c,rating_lane_003,live,1,resp_0c33066157d7d0f8006a6964793e508195afe4dfb690cedd76,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e0b4c885c8252689291955c6244f389e98c7ab3c430f9974124c4767cd085c3f,2239,47,500,1050,287,1337,10.547201,,,false,false
CBSPAN-20260728-1217436a2cda3337530edcea,rating_lane_003,live,1,resp_009246244d22c720006a696479a0548193b0a85f4b16e62684,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0ab816ae6fb0cd5972ccaa8dca0a84da07f3d1e354fc6ecb197603dd122521a4,2249,52,500,1069,169,1238,10.433101,,,false,false
CBSPAN-20260728-7fb305b44fc3de8104b31b2e,rating_lane_003,live,1,resp_0487ed3f95df5ecb006a69647a1d0481938cc358caa54af5b1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,179bd8610ddc5124a3c0a1f4dd1b3aa2740568ee600aa9e7e42a8fd6d3fe371d,2304,93,500,1021,447,1468,12.523652,,,false,false
CBSPAN-20260728-08c481c448b8fc012ce3beb9,rating_lane_003,live,1,resp_054931261c9eea75006a69647a43e081908376acc6c3aad2c0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,683a05ea14f538edb70dcf5b7a313435c4f98679517865649dbf3533f09109da,2295,99,500,1011,166,1177,10.948425,,,false,false
CBSPAN-20260728-01fb02ea5f6ec0f93917d3be,rating_lane_003,live,1,resp_04efe9c571786b56006a69647a64fc8194bef111c7f825c3f2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,21c2681da807c071a5f48e5a2c7421eb8a43b0bada7c953b95198f8dcce9399d,2306,116,500,1014,338,1352,12.256451,,,false,false
CBSPAN-20260728-425c5c47b6f59a1995145eab,rating_lane_003,live,1,resp_0c78a3890958db3b006a69647b225c81908b1182ae0d98a202,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9924d30c8dbe135169131bdf363c63494ab042ae4a6bc546f3b7eade519f81b9,2303,114,500,996,225,1221,11.999671,,,false,false
CBSPAN-20260728-b1a27c52791e52b52b29dc40,rating_lane_003,live,1,resp_005db630988c96c9006a69647b5b48819590d0cb68596717b0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cabe008693aced57d588325a9ea83353ae97278f0898e75d2e8752323de0b0ba,2304,114,500,1013,311,1324,12.619051,,,false,false
CBSPAN-20260728-dbadd3f232bdddcff7cadf63,rating_lane_003,live,1,resp_0ab69f18c03cbc6f006a69647e04348196bc9165db640bf8f8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,67969b7f1d271fd851746bc000f86ca27c48663016e9c46b8a62965e4b519785,2303,113,500,1009,300,1309,2.450248,,,false,false
CBSPAN-20260728-e2dea2c0c8b18b6673e1dcdc,rating_lane_003,live,1,resp_0e425fbc37a5ca00006a69647e8dc48193a7247ba1e0d1a669,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ad4db8c469bf746562de07088ff990e615a8925f6640b4db6fe3df790af49da5,2241,51,500,997,279,1276,8.200597,,,false,false
CBSPAN-20260728-6f85bf7486f5843314c22f42,rating_lane_003,live,1,resp_08670a2d24cfe485006a69647df53881978e0cf7ed512073b0,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,217bc318b6912b5a42019416e4945555c1d613507170bc5814765b24d517cce6,2299,108,500,1039,465,1504,3.262183,,,false,false
CBSPAN-20260728-a7c7da8ba759e42b64d577b6,rating_lane_003,live,1,resp_011a2266fce87de8006a69647dfc9c8190a437aa38f5874987,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6fd57e027ae0abc54159422340c5577641912db71de87a09924439f1b2cda15d,2311,112,500,1010,187,1197,1.912774,,,false,false
CBSPAN-20260728-4d96456de343a695079e7e21,rating_lane_003,live,1,resp_0d281b09a9273234006a69647e01148193a9df86446e61954a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,04dc387192ee50cb50f443340547179867b09c76b19bf80034aa27d79dbc2351,2311,112,500,1009,303,1312,2.499662,,,false,false
CBSPAN-20260728-7ae7acf1a625e962ef7cd6f8,rating_lane_003,live,1,resp_01c1255b61f079a6006a69647dfac88194a383df608f1a6e54,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ba17f05655ded9aed64380d9453374f7553c9b7a99d09cc1bed1ee81938fe5ca,2234,48,500,999,215,1214,2.132447,,,false,false
CBSPAN-20260728-a85c441d3f893b678ec89628,rating_lane_003,live,1,resp_06ff2efe1310d862006a69647e0cb88197bc5fbf03d6cb4953,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ddd0d96298741cc870db800d63fb194fc29b222688331723e0a5f152cc58efe5,2291,109,500,991,374,1365,6.190195,,,false,false
