targeted_qa_resolution_id,review_queue_row_number,review_type,extraction_case_id,page_number,lane,source_observation_ids,source_observation_count,resolution_classification,resolution_status,quantitative_action,non_base_wage_action,reference_action,retained_quantitative_observation_ids,routed_quantitative_observation_ids,reference_only_quantitative_observation_ids,created_non_base_wage_observation_ids,created_reference_ids,structured_basis,bounded_evidence_pointer,local_evidence_inspected,reason_codes,confidence,unresolved_flag,notes
qares1000_a6ce862e13074c5c4f3a4230,68,possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_3661b239ace0d41cf9fd555e,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_3661b239ace0d41cf9fd555e,,nobsqa1000_e54cbd3a16d47cd725fff31c,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=22,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_49f345b9ed8262ff1f820d40,69,possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_129257f63317ad64136df014,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_129257f63317ad64136df014,,nobsqa1000_1b8a81d9e6e85c68117bdec0,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=22,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_9f89fce7957ac9ab7bf8cd64,70,possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_1a38b5bf4ebd337b7e2d79c7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_1a38b5bf4ebd337b7e2d79c7,,nobsqa1000_7772bbbcee1febdfc4f7177c,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=22,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_fd8f1249a7270eb96429bd57,71,possible_non_base_wage_quantitative,cex_521db4c1d2302b418ddb68d1,22,quantitative,qobs_b5e01f9cc0a1c5d068968047,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_b5e01f9cc0a1c5d068968047,,nobsqa1000_b7f36ecafab864097a7d936e,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0172_sr_0a294c2b93567ccca80f21cc.pdf#page=22,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_7114ef6f282fc366785c988e,72,possible_non_base_wage_quantitative,cex_7fb62cac4d915b216871b5a5,20,quantitative,qobs_97ec3eb28fbb5dcfa33a3149,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_97ec3eb28fbb5dcfa33a3149,,nobsqa1000_cbb893a558b14f23f7d3af2b,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf#page=20,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_8cb942344a57b7bdde1f4a48,73,possible_non_base_wage_quantitative,cex_7fb62cac4d915b216871b5a5,20,quantitative,qobs_2e8287659eb9d3cd175e851f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2e8287659eb9d3cd175e851f,,nobsqa1000_324ea5b0f8e75cd0028c6508,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0145_sr_be95ac3ad1ecc8de7da6a319.pdf#page=20,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_26209d812f7b02577f19ad00,74,possible_non_base_wage_quantitative,cex_8edceeb0ad4ae0322e14d92d,52,quantitative,qobs_dd8202d6beec469dbfc8c09f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_dd8202d6beec469dbfc8c09f,,nobsqa1000_9bb6fad3d3c55e8e97c41e76,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0212_sr_2447772b5afee35ae0e4132e.pdf#page=52,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_80d33debee29badddb02963d,75,possible_non_base_wage_quantitative,cex_5ae5f98e2beab26ced8cb794,18,quantitative,qobs_34e7e12d1784727123afd4f3,1,reference_only,resolved,deactivate_reference_only,no_change,create_corrected_reference_record,,,qobs_34e7e12d1784727123afd4f3,,refqa1000_422d4553d210e4e7fb91b472,The bounded structured record only points to Article 5.4 for the callback rate.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=18,structured_fields_and_bounded_pointer_only,RATE_REFERENCED_OUTSIDE_CAPTURED_RECORD,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_a7b05ee5841eb1f1784ebbcb,76,possible_non_base_wage_quantitative,cex_5ae5f98e2beab26ced8cb794,18,quantitative,qobs_2b8d1362d00761ad14e1e27c,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2b8d1362d00761ad14e1e27c,,nobsqa1000_823df9101106855cba966624,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0213_sr_590328e936831c03a7b2f8d4.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_b3756450802d1640391c3951,77,possible_non_base_wage_quantitative,cex_90a52d9038b64c1a1778bdcd,14,quantitative,qobs_11f48dd556541aacd530d0ce,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_11f48dd556541aacd530d0ce,,nobsqa1000_5a77640993f6d142513e308b,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0165_sr_08f63ca8a291f3a735082ac4.pdf#page=14,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_56e6dbbdc0d858741a8d5ee0,78,possible_non_base_wage_quantitative,cex_3d261d26bd34f8dd1f7c5b3d,10,quantitative,qobs_1a4432d5a62366933ff45e3c,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_1a4432d5a62366933ff45e3c,,nobsqa1000_133a35e5626cb122a039f0c3,,Structured values/reason codes identify the explicit non-base family: longevity.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LONGEVITY,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_a6b65cd06d976531ad2dff08,79,possible_non_base_wage_quantitative,cex_3d261d26bd34f8dd1f7c5b3d,11,quantitative,qobs_4c3bc327d067d59fb7763e23,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_4c3bc327d067d59fb7763e23,,nobsqa1000_570b154e16424e51aa39b263,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_64ca21b989e1f7c86b3f14fb,80,possible_non_base_wage_quantitative,cex_3d261d26bd34f8dd1f7c5b3d,11,quantitative,qobs_6647bd89a4b202b1abfa2f6f,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_6647bd89a4b202b1abfa2f6f,,nobsqa1000_3625882aacc8d7bf14841cd1,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0241_sr_73011ec445506ac1995e1272.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_41c01acd08e558248785e18f,81,possible_non_base_wage_quantitative,cex_aa3dd53a7c01eb85387c1950,6,quantitative,qobs_4966d913b199278293b2a3da,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_4966d913b199278293b2a3da,,nobsqa1000_f2e4f0151f739c3cea019ceb,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0112_sr_a9fd0cfcb0d2fdcd8bb5577f.pdf#page=6,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_7f54f0523ae47d522c87e560,82,possible_non_base_wage_quantitative,cex_8e895c0bb5dce19638945bf4,9,quantitative,qobs_149b1c512819ff835eb836d7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_149b1c512819ff835eb836d7,,nobsqa1000_2e80064a0f51d28dae4bf1f8,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0074_sr_7a75e77fe43a3cb64f662c86.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_704d0303c4376d2d37b2099a,83,possible_non_base_wage_quantitative,cex_93d8c41615b89f0990db44d5,11,quantitative,qobs_d32c604e7f46186625f94248,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_d32c604e7f46186625f94248,,nobsqa1000_31c8405195595eb417d730f5,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0421_sr_c2b0b3e381e23c610f7332ea.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_a4f70cb858fe0064c0c66bb9,84,possible_non_base_wage_quantitative,cex_271b0edd356bda45209830dc,5,quantitative,qobs_90249386fc69ee8c020b0a82,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_90249386fc69ee8c020b0a82,,nobsqa1000_95eb826a7cf8220bedd21686,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0369_sr_e40272c95c4ed6bd8d731202.pdf#page=5,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_e040935ec9b0c16ef055ab64,85,possible_non_base_wage_quantitative,cex_2736a539edd4f65fb97e8442,10,quantitative,qobs_f33cb55b9017055bbcc5085b,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_f33cb55b9017055bbcc5085b,,nobsqa1000_e1fe55cf7900040467843567,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0054_sr_46ee26b7aa3883a32141442d.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_6d38201867b69ea976b338fc,86,possible_non_base_wage_quantitative,cex_2736a539edd4f65fb97e8442,10,quantitative,qobs_b1335b82ecd100e7d867abf6,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_b1335b82ecd100e7d867abf6,,nobsqa1000_13f4e2e79167dfee9fad4d92,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0054_sr_46ee26b7aa3883a32141442d.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_9eda8bf2aa8654ac80eb5309,87,possible_non_base_wage_quantitative,cex_2736a539edd4f65fb97e8442,10,quantitative,qobs_31f9c953218f19e7964688ca,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_31f9c953218f19e7964688ca,,nobsqa1000_d5aa877c14ce6eb7a5a3ae62,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0054_sr_46ee26b7aa3883a32141442d.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_600a9802b88c671c7afaf661,88,possible_non_base_wage_quantitative,cex_1479248c79b0675874ed5c47,25,quantitative,qobs_a5bfda09da519aa0571566a9,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_a5bfda09da519aa0571566a9,,nobsqa1000_fce6076e76236d8f255ecb02,,Structured values/reason codes identify the explicit non-base family: healthcare_contributions.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_HEALTHCARE_CONTRIBUTIONS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_39e10698717687da29ff496f,89,possible_non_base_wage_quantitative,cex_1479248c79b0675874ed5c47,25,quantitative,qobs_2918ac2c6914abf42b3e6f1b,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_2918ac2c6914abf42b3e6f1b,,nobsqa1000_df5c3c3103971f3ece39b0f0,,Structured values/reason codes identify the explicit non-base family: healthcare_contributions.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_HEALTHCARE_CONTRIBUTIONS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_5ac69d52b8ecb53d84b51501,90,possible_non_base_wage_quantitative,cex_1479248c79b0675874ed5c47,25,quantitative,qobs_ef79bfa3f979667321b2c24d,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_ef79bfa3f979667321b2c24d,,nobsqa1000_2cb021072ce2590833c44cfc,,Structured values/reason codes identify the explicit non-base family: healthcare_contributions.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0110_sr_59f25b66606b8f3e8d2e13e3.pdf#page=25,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_HEALTHCARE_CONTRIBUTIONS,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_e97cee43414dba0dca963066,91,possible_non_base_wage_quantitative,cex_34b684a9209ecd6ff1eaa31b,18,quantitative,qobs_dd6b835efdfadf68c8d8f127,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_dd6b835efdfadf68c8d8f127,,nobsqa1000_15955356aabcd9b4282860bc,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_4e6b1d715be886316604a627,92,possible_non_base_wage_quantitative,cex_34b684a9209ecd6ff1eaa31b,18,quantitative,qobs_d18e7b4cf6ae124765896a86,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_d18e7b4cf6ae124765896a86,,nobsqa1000_04dc0fc48ecda2178a103b09,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0098_sr_5bee41dcf82c87537cd17661.pdf#page=18,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_98bb514a6ea9301b3c1cd0a0,93,possible_non_base_wage_quantitative,cex_e469fdd18c2c380fe9bc356d,10,quantitative,qobs_3828e752a3d0d97a8c8050a8,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_3828e752a3d0d97a8c8050a8,,nobsqa1000_5b11de1934b4090de5cf5007,,Structured values/reason codes identify the explicit non-base family: longevity.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_3_live_attempt1/candidate_artifacts/content/0442_sr_e502cbf1452fd01f3ef87efc.pdf#page=10,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LONGEVITY,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_3b1e2aa0601bdd332a7213db,94,possible_non_base_wage_quantitative,cex_ad0e70b181e332e57b6db5f0,9,quantitative,qobs_0b2d1d985795442c973d5786,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_0b2d1d985795442c973d5786,,nobsqa1000_3b78b9b19a7456bbbcf8f24c,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_4d1659a5feec80ba6789526e,95,possible_non_base_wage_quantitative,cex_ad0e70b181e332e57b6db5f0,9,quantitative,qobs_8f15eacd6fcdb9d3c60f7d1e,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_8f15eacd6fcdb9d3c60f7d1e,,nobsqa1000_c6252284b010b72990f44e8b,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0111_sr_5d59ea80e3cb7e6a7692ac7f.pdf#page=9,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_83cc709d2c807e00e69d2e06,96,possible_non_base_wage_quantitative,cex_30a76e281f5f36b716862289,11,quantitative,qobs_59950d582d1e474ad4a9d8ee,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_59950d582d1e474ad4a9d8ee,,nobsqa1000_d55968160c515e606544bd84,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0025_sr_f023435229b534b744a98ed4.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_90d831cd2d4b002c2325686e,97,possible_non_base_wage_quantitative,cex_9523cb185bb9f74794fe3c5e,16,quantitative,qobs_c329ec0426fded06d486fc99,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_c329ec0426fded06d486fc99,,nobsqa1000_17511848b604e029f3ad8f64,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_2_live_attempt1/candidate_artifacts/content/0483_sr_7e2e05a20d98374ddf9bdbb1.pdf#page=16,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_bed4cd326f218887508d23e1,98,possible_non_base_wage_quantitative,cex_5e2e8d155227ce4ce0db2b0e,3,quantitative,qobs_de24e72a38451fdcce1d16fa,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_de24e72a38451fdcce1d16fa,,nobsqa1000_36a9fdf76172b0a6c3e930cc,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0042_sr_8b7154f7a0d917b4848ffa1f.pdf#page=3,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_3d8e98e4b95e78e438addde5,99,possible_non_base_wage_quantitative,cex_c6e7e5d5d28aba07a1596a07,11,quantitative,qobs_7264b18f963ca78bd9616ac7,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_7264b18f963ca78bd9616ac7,,nobsqa1000_010e94e5fb84ac3ceaaa0341,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-PILOT1-150-2026-07-24/lane_1_live_attempt2_httpx/candidate_artifacts/content/0018_sr_9f37963ca71b05bb825044ba.pdf#page=11,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_ddbe6af6870ecdcda386b74d,100,possible_non_base_wage_quantitative,cex_44df6e0011dd33cae7cc142b,12,quantitative,qobs_976546b71456fa236ffc00be,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_976546b71456fa236ffc00be,,nobsqa1000_6468721223cb4a4f77bdfa9e,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0093_sr_c5b38c45bdcebf19d8b8c190.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_f4037e8c85ec7ce6c7e3fead,101,possible_non_base_wage_quantitative,cex_44df6e0011dd33cae7cc142b,12,quantitative,qobs_ce0d72e739eda9e4b7089bfc,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_ce0d72e739eda9e4b7089bfc,,nobsqa1000_20f8ae54defdf6bbefa4b4b8,,Structured values/reason codes identify the explicit non-base family: leave.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0093_sr_c5b38c45bdcebf19d8b8c190.pdf#page=12,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_LEAVE,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_cf4ea7b209b54faaea30601b,102,possible_non_base_wage_quantitative,cex_470cfefab424214bb4fbdc85,24,quantitative,qobs_f228f3280bfd4237f01fba16,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_f228f3280bfd4237f01fba16,,nobsqa1000_75fe6d3fb682e0a73c54bf30,,Structured values/reason codes identify the explicit non-base family: stipend.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH3-3X500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0374_sr_25ce75fc274bb14776ba5d6d.pdf#page=24,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_STIPEND,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
qares1000_4be43a55081d1da707edc2d4,103,possible_non_base_wage_quantitative,cex_a02ff14c6dec91662c76afe7,19,quantitative,qobs_db0ea1cb4c5c8fc309ad6143,1,route_to_non_base_wage,resolved,deactivate_and_route_to_non_base_wage,create_corrected_non_base_wage_record,no_change,,qobs_db0ea1cb4c5c8fc309ad6143,,nobsqa1000_d9a811726188079b536eecb7,,Structured values/reason codes identify the explicit non-base family: overtime.,tmp/source_review_pilots/SOURCE-REVIEW-BATCH2-500-2026-07-24/lane_1_live_attempt1/candidate_artifacts/content/0159_sr_59aa0a3304588378022a35f0.pdf#page=19,structured_fields_and_bounded_pointer_only,EXPLICIT_NONBASE_OVERTIME,high,false,"No values, classifications, steps, ranks, or dates were fabricated."
