packet_id,retained_source_id,rating_lane_id,stage,attempt,request_id,backend,model,status,schema_valid,input_sha256,input_chars,input_tokens,output_tokens,total_tokens,elapsed_seconds,error_type,error_code,raw_prompt_saved,raw_response_saved
BRMGRP-20260802-7037fc753c34c69f64343ad1,RMSRD-20260802-c27e36222c90123e85c7,gabriel_rating_lane_005,live,1,resp_01e11c9e4733eba6006a6fc710c07c8193a2ec1bb0c7ee230b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a279d57288e27bc90a83bf3a37acf57251b16cb8b273cd002da596b62189454f,7843,2295,1456,3751,10.443976,,,false,false
BRMGRP-20260802-5aa0267ab51401c4c323a11d,RMSRD-20260802-1468b1e055c631c6f35a,gabriel_rating_lane_005,live,1,resp_0c031e9fb678b5a7006a6fc72e45148195a13671b2db75d6be,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f8492aacf738a8ac309f63a179a4e986cf8fb28316da7680366342e5c76298ef,7471,2220,1695,3915,11.043362,,,false,false
BRMGRP-20260802-fc8e12658d69f4d582c30956,RMSRD-20260802-63fcb79ad2e2d40107b9,gabriel_rating_lane_005,live,1,resp_0598361901a8d41d006a6fc72e43c081978ab48c8776e8f2ad,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0eac8f02db16705cfd946d7986522094d70448ff8ce4b0270f90caec878bbd59,7465,2252,1619,3871,10.052055,,,false,false
BRMGRP-20260802-32c4992e098150f2e4c18ba2,RMSRD-20260802-b723c076186bf1d47e05,gabriel_rating_lane_005,live,1,resp_06d443f8c50ed34a006a6fc72e3b248194b5f4b15568378113,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,bec411cfe45769d7b6ab3a2c40f3466ccd598812c7890ed3b4167b9376211e00,7385,2163,1852,4015,12.833383,,,false,false
BRMGRP-20260802-cccee6eca91c5df8184d4de0,RMSRD-20260802-a5c6638427d088b46726,gabriel_rating_lane_005,live,1,resp_0bbce80dbe9398bf006a6fc72e3af881909545a573d19b0351,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,fa0c667478e3a76ae321bc24272b2f14ef8ee2eb8ffeea5ab9979fdb52cb47e5,6798,2029,1920,3949,13.190563,,,false,false
BRMGRP-20260802-3cd2be503fbd2c7a30634a37,RMSRD-20260802-4e559d8cae04664c6267,gabriel_rating_lane_005,live,1,resp_0e55779fc32832eb006a6fc72e3e0481979395f837b2d77ce4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6504c96c5b45e3e0d3dffab88451df589fa2160bee320ce3952973753b8c634a,6750,2044,1410,3454,9.275391,,,false,false
BRMGRP-20260802-b1d5fd4b5f420412e72bc51d,RMSRD-20260802-a6bc52eb3b2d1bebedda,gabriel_rating_lane_005,live,1,resp_01ed58ceb1e2cb8e006a6fc72e37b48196ba2ee6ed472d6cb8,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7e571a0882e6a11400c74b29ac89c4e71e6cfe473f952658cd013b1b3c33301c,6663,2026,1520,3546,10.719356,,,false,false
BRMGRP-20260802-af77336fc5274bae5890e3ca,RMSRD-20260802-ccd9f6d60e6119b68389,gabriel_rating_lane_005,live,1,resp_05bb33869651e596006a6fc73b75488196b4b70875b8315799,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d5a45603756af9f20ae7563341e9e7a0eb78093ca0397f22d3d90a8e6476f638,6821,2058,2097,4155,13.878826,,,false,false
BRMGRP-20260802-3a313c1589cafe6c9e0d0c5a,RMSRD-20260802-5068df824db45801da66,gabriel_rating_lane_005,live,1,resp_0b25cb7eb7aa610d006a6fc73b7a2081938b882c7ad7310a5e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a8d732f29508e8eb26c03fe7ddf9368bbded77120eae019e3b4934cea70a691f,7316,2182,2287,4469,14.716075,,,false,false
BRMGRP-20260802-9a5ddd150e42b7ea0bcc7380,RMSRD-20260802-4fed4b2350c3ed64c538,gabriel_rating_lane_005,live,1,resp_0d2ea23591a13bba006a6fc73b7d888197bc65fca173e0b5bc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b7dd1fb7382f012ac25ec884ae45706eded4e2a85b0f8cff94eaababbe8e778c,6705,2053,1688,3741,13.063815,,,false,false
BRMGRP-20260802-05c1d5309b785d9460829253,RMSRD-20260802-eca5da4d716988ad9b5b,gabriel_rating_lane_005,live,1,resp_0714fc3b4c6c7021006a6fc73b7a2c819589fa46809e6e51c4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b79982c211872432a19cb3384145f0cc12b72ec1b4fcd89919b8b7eb2982e772,7245,2187,1704,3891,13.213796,,,false,false
BRMGRP-20260802-d88fc6de8af67ec8baa98a22,RMSRD-20260802-29f25621261b5f8ab8f6,gabriel_rating_lane_005,live,1,resp_06d31ae9c0386284006a6fc73b77048197969ab2493c696aab,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9527efa06ca38dd37100380d0d4789fc53f31f320d7bf8e3ff73412471e3c00c,6978,2090,1426,3516,9.431701,,,false,false
BRMGRP-20260802-51728437dc8693b0aab0ccae,RMSRD-20260802-1eaa33f955df7f5a36a9,gabriel_rating_lane_005,live,1,resp_089d023625cd44c2006a6fc73b7b708190ad262b9aee6e90bd,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,63e49aea27c449fe490ba3e443a29204ebacae2741b991316792954b43f4a821,6920,2095,2000,4095,12.927218,,,false,false
BRMGRP-20260802-c8b25bf7011e39c67184166d,RMSRD-20260802-9ac4ad1b4577e9da72a2,gabriel_rating_lane_005,live,1,resp_06d24a184881cd59006a6fc74a33ac8190a05c74aa6fd71400,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7554381bb72b40286162954bbb0e440f58510ebaef4add79513399f3d15e4ee2,6691,2017,1554,3571,10.997036,,,false,false
BRMGRP-20260802-43d0d82092cae9c01548f67c,RMSRD-20260802-d51f1f018dd9746d1268,gabriel_rating_lane_005,live,1,resp_0bd0d8686dc77ebe006a6fc74a394081939a6fc759107582dc,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,f5744d3840296f832792c9c0e2d3d0971ab7eac9aea3e417a8fe920c7f589cb0,6823,2027,1475,3502,9.459859,,,false,false
BRMGRP-20260802-38f60865b5afa6238bb76d68,RMSRD-20260802-1454a8bb2c1c3d82931a,gabriel_rating_lane_005,live,1,resp_09726c3e19157c51006a6fc74a31fc81969d5afa4d323bd1fe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,038d027e3503b2538e6bddf5f20482bf044decb4ffc7a75a7e5f5cb66cb5112e,7025,2085,1922,4007,13.299432,,,false,false
BRMGRP-20260802-3241d5d7d192b1fcb543795a,RMSRD-20260802-e19de26967a439e081c9,gabriel_rating_lane_005,live,1,resp_0ed2c385633acbd2006a6fc74a2fec8190a277497586892c30,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c76d1197f52bd575abc0582813ddcf21d18199532b1e00b47f68ebe4a01b978f,6311,1927,1536,3463,10.921813,,,false,false
BRMGRP-20260802-063d96eb42a2d1edb27b8ae2,RMSRD-20260802-d37fbb87e4bc44e2e6fe,gabriel_rating_lane_005,live,1,resp_0a41701b9944eeaa006a6fc74a2ccc8195bffc1dfab3c3bb1e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,47f2112aa9fc2ef1b776700f309fcb8b7e13c99f04b6e067d75877fcf44457b2,6371,1896,1254,3150,7.123617,,side_relevance_overclassified,false,false
BRMGRP-20260802-063d96eb42a2d1edb27b8ae2,RMSRD-20260802-d37fbb87e4bc44e2e6fe,gabriel_rating_lane_005,live,2,resp_0e56bbfd145b15f0006a6fc75785748197a8cbbc8202e1cbbe,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ce3967c1e0a2ea026a5d5afabd660ad8cf61d402be7c294bce15b0fb91ff64c7,6512,1920,1615,3535,12.104563,,,false,false
BRMGRP-20260802-afe2ddf89a09f0b970775071,RMSRD-20260802-5a9354409fc8066664a6,gabriel_rating_lane_005,live,1,resp_03114da1d64ae602006a6fc74a330881949e482168512768e2,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9adf62a65d1417be11d4982af292a2b557f865d1bb616379be44138ced17c98a,6217,1889,1305,3194,7.539031,,,false,false
BRMGRP-20260802-4ee78abb2e1bff5adb4e05c4,RMSRD-20260802-234eabb054bafe1dcd92,gabriel_rating_lane_005,live,1,resp_08a39b7f8fb39b8f006a6fc763a62081978a39ee41079c0f98,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,2105075a27b9c7d55c0ee2a2722d6acabd5d99b8d6cd07bc578e2aa37b12f4bc,6181,1898,1305,3203,9.999625,,,false,false
BRMGRP-20260802-2496373619047650703bc670,RMSRD-20260802-71b01b41ffb1f9e88119,gabriel_rating_lane_005,live,1,resp_0eca2aebb5c04f77006a6fc763a0f08197adab6f29dd69206d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,786759a322b7d64a6dd5857827c7ef9ed08bdd6f65afe0979f8d3ed34b623a8c,6765,2248,1797,4045,13.046171,,,false,false
BRMGRP-20260802-1886e7534bd4da56aedfbf81,RMSRD-20260802-da2c9d5d76de538c66a8,gabriel_rating_lane_005,live,1,resp_057600801b9ee959006a6fc763a1208195bea13fe88ca5eb8e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b6e21c6d47fc50242c2493989ca8e738699b898fc919b75ff8ace20fd5dc2cad,6676,2027,1576,3603,10.100782,,,false,false
BRMGRP-20260802-0efbf92155b7fcc732b097e4,RMSRD-20260802-6a36892fbb119ca4ddd1,gabriel_rating_lane_005,live,1,resp_0c91f222ca24c50e006a6fc763a7288196ae741e9cf01e5b80,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4742400c3eaa299dea2978c041641bc03b081d7ce83d4fd54222f20eaabb0429,6322,1906,1464,3370,9.614998,,,false,false
BRMGRP-20260802-a47587f151b20cbfacad5ae6,RMSRD-20260802-98818a99037a82869fea,gabriel_rating_lane_005,live,1,resp_021b24bea92a0663006a6fc763a6388194b70e44e68e89057a,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,284b0c855db874d94daafb28728cf2fa67006b3ebeca14efb3cc14aeaf25ba30,6225,1893,1602,3495,10.597356,,side_relevance_overclassified,false,false
BRMGRP-20260802-a47587f151b20cbfacad5ae6,RMSRD-20260802-98818a99037a82869fea,gabriel_rating_lane_005,live,2,resp_099c9ede6761b636006a6fc770b0548193b7a85d8536fd6c1c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a2e1f6d55fdac630b0c2a9f810cd14b2ddedc2c27fbc1abf2a0d35ae011863e4,6366,1917,1628,3545,11.057653,,,false,false
BRMGRP-20260802-748f76fc5d90845c603a5cf4,RMSRD-20260802-dfe339837b3111af1b76,gabriel_rating_lane_005,live,1,resp_0648923be48bf522006a6fc763a59c8197abd89b5b30e841ac,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,a224e5c734f2a14913d0094bde18fbbf7dfb9d97e797f457f723875d6b3c5f60,6512,1972,1954,3926,12.807686,,,false,false
BRMGRP-20260802-011a14b81c5bfa2a8bae6b96,RMSRD-20260802-8d12dc1b9c8c7a25c133,gabriel_rating_lane_005,live,1,resp_0bfcb566c2a83405006a6fc77bc5b48194951f6cdbb6335a95,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,8bd46a245262b783014d526bde80b6c0c66b1e026f15e33da8a7f1add25c424d,5637,1757,1472,3229,10.646946,,,false,false
BRMGRP-20260802-4d2a8d67400199fe95caacaa,RMSRD-20260802-3ee280efc14a7833de36,gabriel_rating_lane_005,live,1,resp_06c6fa36e1e6bd26006a6fc77bd07c819691771e0472d0ca62,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,b2465e31965f6f0ca3867dc29b7d18d003c346da8b331e36ef945cec9e2cba6f,5596,1752,1413,3165,10.176522,,,false,false
BRMGRP-20260802-caf7feef277b4482aebb086c,RMSRD-20260802-083006e6fbbdafc6d1a3,gabriel_rating_lane_005,live,1,resp_0df89370001b92b7006a6fc77bc5d881908c4697b543024b41,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,871f1fd56fe7665351abf232fc183efbc1b917a0a5d1bc90d7bd2f4c3c8a37d1,5633,1741,1781,3522,12.601980,,,false,false
BRMGRP-20260802-ea817fc4af23ea2146ad47f9,RMSRD-20260802-c917d3f8bcc035e1c81c,gabriel_rating_lane_005,live,1,resp_025ade907b2d1554006a6fc77bc5a48196b0edcd46e67c33e5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,90148e61ae705d602aae006785783941f9ad20ebaeaba04cf797d034bfc2ae55,6117,1847,1597,3444,11.548955,,,false,false
BRMGRP-20260802-fdd19e8c4fcba13f198105de,RMSRD-20260802-995dba9ed770f93afba0,gabriel_rating_lane_005,live,1,resp_02e40fb31f256051006a6fc77bc5948195a70744ca23a5bd7b,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,38b2a145f725d6d57607549a3cfd58f373deb9982bb60b97fbee7db61263f558,5614,1751,1610,3361,9.848927,,,false,false
BRMGRP-20260802-cb4c18e3ecf79e016d96bd5c,RMSRD-20260802-59b6fe76677872cfd594,gabriel_rating_lane_005,live,1,resp_0438ab6ddf858c45006a6fc77bcf708194817a4e1eab72b915,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,701796243a589904a4f21ee9dbbcba526d86691c089e26cbfd60e5c94a7879e2,5518,1719,1284,3003,10.645650,,,false,false
BRMGRP-20260802-fd514e99061ff867801bc8e9,RMSRD-20260802-4ffd588ab58da998fd7d,gabriel_rating_lane_005,live,1,resp_000f9c7d1793a02f006a6fc788697881968ea20006df3fdd25,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0ce0d555bf100b479dfbfa1f80255627e32d72ccc89398e9ee035b3d2b6e51c9,5636,1822,1152,2974,9.229596,,,false,false
BRMGRP-20260802-5fd2268a28844a069723a202,RMSRD-20260802-b4475eccbb47c529835c,gabriel_rating_lane_005,live,1,resp_0cf7d8c97147bcc1006a6fc7887d7c8193bf66d54de4fcf5ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1b9091523564c8aeb27907c8aa995d29ff6849c07f82434fb5c6e094dd5f7c0a,5533,1721,1548,3269,11.902434,,,false,false
BRMGRP-20260802-948550110dc702de8b950bc4,RMSRD-20260802-0c6999af0d7129595eea,gabriel_rating_lane_005,live,1,resp_0f4ff9653f33add4006a6fc78868b081969a4b9e8f2139adec,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ffb7d9b6498fea2fc6e950e1377d9fffce59917f6b7afa42bf09b682084c80a3,5540,1783,1388,3171,10.855935,,,false,false
BRMGRP-20260802-1cfc650435e6e1ecd28782d1,RMSRD-20260802-a24c65510e6e72be5246,gabriel_rating_lane_005,live,1,resp_0f7ccb2234ff2bd2006a6fc78867108194aab5c164b20c155d,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ca2c92c619ceaaf8f09a669ab9c0e62b25341dfb0529b9663d7447c7427f2d25,5560,1793,1149,2942,9.680237,,,false,false
BRMGRP-20260802-8f3f1a56f72db53c8b22e2f1,RMSRD-20260802-d93d0286b5bd96944efc,gabriel_rating_lane_005,live,1,resp_0aec96f610275c16006a6fc7886d748190a5e8fd609f04f1e4,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4ce6b7d266c91481165072deb5c492a3146d73a655a9df926f6ae6e163d2ceed,5719,1807,1192,2999,10.074190,,,false,false
BRMGRP-20260802-7b32ca583e5587f6f2fbb6ad,RMSRD-20260802-ed7a05813f7cad2d8b0b,gabriel_rating_lane_005,live,1,resp_0aa9a352cf6450d0006a6fc78868ec81949d9cc6dffe523077,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,16192c29dfd9eb08ebdf4e8806220a594ed417f39a7bbea7a2acd75bd6a95bd9,5547,1739,1175,2914,9.897923,,,false,false
BRMGRP-20260802-0922580dedf3a57c838e8500,RMSRD-20260802-fdef6c25bed35a69ff48,gabriel_rating_lane_005,live,1,resp_01c3fd964703b174006a6fc794511c8195be8becb85e9b2ab5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7e51b5fcca8edad4a5aa18a6ae80bcb1ae81db84b38a637ac6aea8defcb006e3,5655,1756,1152,2908,9.539256,,,false,false
BRMGRP-20260802-821f70d2df2a0edab16a524e,RMSRD-20260802-e1975899da182ea61631,gabriel_rating_lane_005,live,1,resp_0dad7736dc01b5b1006a6fc7944fdc81949cf8e32ac1d68bce,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4b54f7fc4ffb2992919e2fb6146f742ff9c701869d188ec36c1409b66abd86ba,5656,1762,1203,2965,8.382311,,,false,false
BRMGRP-20260802-05b1599fadc9dc2af4a85326,RMSRD-20260802-06a114316f58990410c8,gabriel_rating_lane_005,live,1,resp_0344e0a04fd8c23c006a6fc79451e081938e3b52a5dbaf6f28,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,e65a739d8ab9f1f6c547c3d3e2f7fb41748090d906f437b9c69a14380a8d217c,5753,1759,1806,3565,12.243695,,,false,false
BRMGRP-20260802-96116db506614124e4953c89,RMSRD-20260802-434a4b85e2826bae563d,gabriel_rating_lane_005,live,1,resp_097ff7cdb9ddbda5006a6fc7945a988190a8e6cd69c1b6f28f,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,19d08b81c73aaac99703ec697573cb69a45e3f08fef398821a27a41c76efdbbf,5662,1808,1330,3138,8.933336,,,false,false
BRMGRP-20260802-788ea86217887696309d4c55,RMSRD-20260802-1351eda393228fba1ba2,gabriel_rating_lane_005,live,1,resp_0aea51536f02d3f0006a6fc79460d08190a40410ee15882e83,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,7f8e4a67c04e004d0446d69db5da9c9878bd7442392646ab32dfe7c6f0a54f71,4860,1585,984,2569,7.597610,,,false,false
BRMGRP-20260802-14ba7e663917b9207c2e42fb,RMSRD-20260802-04984cbb5e4d0562d550,gabriel_rating_lane_005,live,1,resp_097c204b09fcbfd4006a6fc79454b081969cafb0fe730b2321,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c3e5f474153b1a486091c11d831d655caf5f4c27e46127afe24184b54f59185b,4899,1570,1478,3048,9.431036,,,false,false
BRMGRP-20260802-bc3e69c8f584baab99a7147b,RMSRD-20260802-e936a9d134c4aaa85134,gabriel_rating_lane_005,live,1,resp_04b4f368017203c8006a6fc7a09ff08196b6f16fe980bac72e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5f53fb3b9f287638b18ba64193dedbd2935a9ec7aeddf62aaa921699313befc8,5327,1669,1193,2862,7.861905,,,false,false
BRMGRP-20260802-6fb9de26b5b62f15472985f7,RMSRD-20260802-76504d386fa1e32c778a,gabriel_rating_lane_005,live,1,resp_075abd899aa53a74006a6fc7a09f8081908c961107567f8934,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,ca8a6854827c5d038a0603da398ca8188ce57ccf513a250dd6f9a9b510a3896c,4864,1583,1255,2838,9.390681,,,false,false
BRMGRP-20260802-3926951bb68e02d34aa011aa,RMSRD-20260802-b5e0bafac001ba02bc93,gabriel_rating_lane_005,live,1,resp_0bbbb3c033dd4985006a6fc7a09ae881958546ee86d4492d92,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cd59170091815ee979cdeccc5efb276d7057feb5daf9cc309a2850dbe9c4934e,4962,1576,1112,2688,8.496815,,,false,false
BRMGRP-20260802-805be21930ae5a0652c8090d,RMSRD-20260802-fde3c6ae7e28cedaaa68,gabriel_rating_lane_005,live,1,resp_0f2ab5a0c11d6048006a6fc7a09a588190a5358db9f06553b1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4ab5c22e074400803e131b078b643ac94502da9c0dc4159c12aebb3e60ed895c,4867,1546,1435,2981,11.543275,,,false,false
BRMGRP-20260802-0259863b1bc6e65640389471,RMSRD-20260802-fb5dc4403f393c2918c4,gabriel_rating_lane_005,live,1,resp_0ff20ecd618f35e3006a6fc7a098cc8197a6e99f8cc8f28337,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,c4cfd0ca6e0a770b0097ec6e6d9773870ceeefff1e72d49f08cb861ba4403d47,4978,1594,1522,3116,11.760802,,,false,false
BRMGRP-20260802-39e16df3f20ee22d2cbda5a8,RMSRD-20260802-e932b10d4d8975f3fe59,gabriel_rating_lane_005,live,1,resp_032f168de5c2d851006a6fc7a09c9c819393c4a2eac805b0bb,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,cd12c62e6f4f08503bbf360460f1072436cdcc7820e2788c01aad0ce5b5542bf,5014,1609,1446,3055,10.693040,,,false,false
BRMGRP-20260802-4ac946ce779829b95d68d4ff,RMSRD-20260802-fb1c1d0ee55e6a5cd280,gabriel_rating_lane_005,live,1,resp_0ea2e91927d118c6006a6fc7ac6d948190a1e382f52c6b67d5,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5d9fe5edbc26ab28e893a0a6612e876d83ef515d0dfd257c9722d630747e7374,4892,1572,1116,2688,8.285287,,,false,false
BRMGRP-20260802-9339f2f2598b35d7521b377d,RMSRD-20260802-e1e5ac2aeb62a4f1ad26,gabriel_rating_lane_005,live,1,resp_01ef4c131d8dfa9c006a6fc7ac68408196a3dcd41efa03a751,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,8318d8bb4300aa7a09c36f3fbe9332dd6838d7e5e4819e94bb57539ee3f29b20,5470,1674,1602,3276,11.558547,,side_relevance_overclassified,false,false
BRMGRP-20260802-9339f2f2598b35d7521b377d,RMSRD-20260802-e1e5ac2aeb62a4f1ad26,gabriel_rating_lane_005,live,2,resp_03db18d173386597006a6fc7b7f3a4819488f48ea316d0ce5c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,7d608c228ebe1349c837ab71374449ca5b70d6a2db06e608cbcea4d805419aae,5611,1698,1233,2931,10.677802,,side_relevance_overclassified,false,false
BRMGRP-20260802-d58ad7806139db121dd00a53,RMSRD-20260802-5e13f3118bb1918e066e,gabriel_rating_lane_005,live,1,resp_08a6d1fe9cd95a17006a6fc7ac66f481949dd9c0f63e6f51e1,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,df0a811c0c86db163a0aa9e2fd9dcba340ee796d8b4a1b5c72ba9496c9e1d8a5,5141,1657,1190,2847,8.017158,,,false,false
BRMGRP-20260802-49bb5deaf37a9043411a030f,RMSRD-20260802-9c425e8308b73d067b3c,gabriel_rating_lane_005,live,1,resp_07b9d3a6b810bfb8006a6fc7ac631081968c41a98f20685159,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,false,4ef86eb1604774aa4f67f7157cb8d73923a48fd629b3af4f2e042806de24d58a,4721,1526,1280,2806,9.367491,,source_lineage_changed,false,false
BRMGRP-20260802-49bb5deaf37a9043411a030f,RMSRD-20260802-9c425e8308b73d067b3c,gabriel_rating_lane_005,live,2,resp_0f76c336b9b98dcd006a6fc7b7f09c8194992c4e934f7888ca,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,6e19ba7c021a5e31dd28437a3c9c01304b73aaa04b891c3248d73cb162240445,4862,1550,1062,2612,9.196236,,,false,false
BRMGRP-20260802-11e488744539c03adb074bd4,RMSRD-20260802-6533973d9d5b6e3480f7,gabriel_rating_lane_005,live,1,resp_0887ea21ce2fa173006a6fc7ac6f1c8194874850fdff5c0731,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,47c0a78f6edb38555ae23ad9bd82bd5d0d19a5ea73ad8ff17b8b2892aef2680f,4994,1586,1287,2873,9.400684,,,false,false
BRMGRP-20260802-a3f4c67fe032173fcf6a1657,RMSRD-20260802-45d0c35f3c2c548decd0,gabriel_rating_lane_005,live,1,resp_059e95c8df9cd4f1006a6fc7ac65f88190891ab12ce430e2d6,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,24e6ef78dc645701d758bcd03b7d2fd40a63ae09a739cae4e44f3bdfaa9ecbf5,5024,1615,1228,2843,8.735024,,,false,false
BRMGRP-20260802-fa28c9cd873d398a1ce5e689,RMSRD-20260802-53403828728cb9f74f49,gabriel_rating_lane_005,live,1,resp_0fabeaf1d43d54ed006a6fc7c2ab248196960b220cb9e7a852,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0ad708ebd5fb67e9453e9575d63391c1d967cb9ca82b2edd58e65478abdfd428,5120,1651,1052,2703,7.376076,,,false,false
BRMGRP-20260802-d27847b9ce3c78d2b4b8b775,RMSRD-20260802-25390a0a050faa7d5d6e,gabriel_rating_lane_005,live,1,resp_0092c6feade5c2d2006a6fc7c2adec8194a878a30cb9c79244,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,4aa8d8c6588e442cfca7fbea55f4f5a46738aeb3c7a29a10554726ef68e11970,4935,1607,976,2583,6.848794,,,false,false
BRMGRP-20260802-c2cd91be7704e214f5ece2f5,RMSRD-20260802-c8730c4abaae6caf85ac,gabriel_rating_lane_005,live,1,resp_0a9a8de61b7c1fdb006a6fc7c2ac748194a2c66439e4158581,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,0f40109513cd5a0645cec4c13cfc77f93e99f79703f00123e020de45e000a978,4949,1598,966,2564,6.996761,,,false,false
BRMGRP-20260802-6b4057e21022151a5751d6fd,RMSRD-20260802-db50e6750d64c9ca72ce,gabriel_rating_lane_005,live,1,resp_0a71d52e12c209e5006a6fc7c2d4808195a711a00ed9e48c9e,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,be7aa30237b46ddd5f07348654f99b606d8144b27119e541f9144bd645426547,4988,1574,1255,2829,9.314292,,,false,false
BRMGRP-20260802-ec6cf08b095d44057d4c108e,RMSRD-20260802-a60ba3aa863ddfeefe4f,gabriel_rating_lane_005,live,1,resp_01c0ba222a58471f006a6fc7c2aac08190916a417d4d62a164,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,902073983d29e0861d3244d6a6457894edd253d4ffb651f7738ecb1d431a566b,4327,1431,1116,2547,9.934414,,,false,false
BRMGRP-20260802-6bcd45a1060be888e91175e0,RMSRD-20260802-b913488fd23c98d8cb4e,gabriel_rating_lane_005,live,1,resp_0691a19583e5188f006a6fc7c2aba0819094a1fab6f01a9613,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,d7232710399e3f9d474739c36e29228138de2ffcb2f9abc199ea17a2ab7b953e,4521,1493,1028,2521,7.005158,,,false,false
BRMGRP-20260802-55d8238fee1525b89b16e6aa,RMSRD-20260802-8892cd5c77037beb2319,gabriel_rating_lane_005,live,1,resp_0ccf7356155c9503006a6fc7cc9f688197aba123908de5216c,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,9fc7905d536ba7921f2311b2fa149eeeb8acbfd3a134da8446539d12c6ecca3c,4437,1466,875,2341,13.578446,,,false,false
BRMGRP-20260802-ba1162348c598cb5c50c721e,RMSRD-20260802-28de2f076aaf5e0e6ce6,gabriel_rating_lane_005,live,1,resp_071586065a1a6b91006a6fc7cc9e4c8194af356cf20c4ac1db,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,1cd5a77b8c0f112a6e47c372157e868d9e3d2f0da6a234f02619f9d02a501823,4423,1444,973,2417,6.664562,,,false,false
BRMGRP-20260802-69131bf52f621f92afe0133a,RMSRD-20260802-0e60300718389c793155,gabriel_rating_lane_005,live,1,resp_0395841d35fb437a006a6fc7cc9c2481979a2a2c352c0db248,huit_openai_responses_direct_sdk,gpt-5.4-nano,success,true,5ef89f3a2470f35ebb16f95425bd97acbca11b7b6bb42af70c357a72ca440b9f,4387,1438,972,2410,6.827158,,,false,false
